                                                                                                                                                                                          2 Apr 2025 21:05:16
Place-Raisting-Receiver-DLRx-To-Satellite-CommSat-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
2 May 2024 11:36:42.000        23.010                 1.499999                  -161.081               -136.103310     17.000000       84.518319          32000.000      9.4668       12.4771    1.357191e-09
2 May 2024 11:37:42.000        23.010                 1.499999                  -161.083               -136.105499     17.000000       84.516130          32000.000      9.4646       12.4749    1.369674e-09
2 May 2024 11:38:42.000        23.010                 1.499999                  -161.085               -136.107812     17.000000       84.513817          32000.000      9.4623       12.4726    1.382977e-09
2 May 2024 11:39:42.000        23.010                 1.499999                  -161.088               -136.110248     17.000000       84.511381          32000.000      9.4599       12.4702    1.397119e-09
2 May 2024 11:40:42.000        23.010                 1.499999                  -161.090               -136.112805     17.000000       84.508824          32000.000      9.4573       12.4676    1.412118e-09
2 May 2024 11:41:42.000        23.010                 1.499999                  -161.093               -136.115485     17.000000       84.506144          32000.000      9.4546       12.4649    1.427994e-09
2 May 2024 11:42:42.000        23.010                 1.499999                  -161.096               -136.118286     17.000000       84.503344          32000.000      9.4518       12.4621    1.444768e-09
2 May 2024 11:43:42.000        23.010                 1.499999                  -161.099               -136.121207     17.000000       84.500423          32000.000      9.4489       12.4592    1.462461e-09
2 May 2024 11:44:42.000        23.010                 1.499999                  -161.102               -136.124247     17.000000       84.497382          32000.000      9.4459       12.4562    1.481098e-09
2 May 2024 11:45:42.000        23.010                 1.499999                  -161.105               -136.127407     17.000000       84.494222          32000.000      9.4427       12.4530    1.500703e-09
2 May 2024 11:46:42.000        23.010                 1.499999                  -161.108               -136.130686     17.000000       84.490943          32000.000      9.4394       12.4497    1.521302e-09
2 May 2024 11:47:42.000        23.010                 1.499999                  -161.112               -136.134082     17.000000       84.487547          32000.000      9.4360       12.4463    1.542924e-09
2 May 2024 11:48:42.000        23.010                 1.499999                  -161.115               -136.137595     17.000000       84.484034          32000.000      9.4325       12.4428    1.565596e-09
2 May 2024 11:49:42.000        23.010                 1.499999                  -161.119               -136.141225     17.000000       84.480404          32000.000      9.4289       12.4392    1.589349e-09
2 May 2024 11:50:42.000        23.010                 1.499999                  -161.122               -136.144970     17.000000       84.476659          32000.000      9.4252       12.4355    1.614216e-09
2 May 2024 11:51:42.000        23.010                 1.499999                  -161.126               -136.148830     17.000000       84.472799          32000.000      9.4213       12.4316    1.640230e-09
2 May 2024 11:52:42.000        23.010                 1.499999                  -161.130               -136.152804     17.000000       84.468825          32000.000      9.4173       12.4276    1.667426e-09
2 May 2024 11:53:42.000        23.010                 1.499999                  -161.134               -136.156891     17.000000       84.464738          32000.000      9.4132       12.4235    1.695841e-09
2 May 2024 11:54:42.000        23.010                 1.499999                  -161.139               -136.161090     17.000000       84.460539          32000.000      9.4090       12.4193    1.725513e-09
2 May 2024 11:55:42.000        23.010                 1.499999                  -161.143               -136.165401     17.000000       84.456228          32000.000      9.4047       12.4150    1.756484e-09
2 May 2024 11:56:42.000        23.010                 1.499999                  -161.147               -136.169823     17.000000       84.451806          32000.000      9.4003       12.4106    1.788794e-09
2 May 2024 11:57:42.000        23.010                 1.499999                  -161.152               -136.174354     17.000000       84.447275          32000.000      9.3958       12.4061    1.822489e-09
2 May 2024 11:58:42.000        23.010                 1.499999                  -161.157               -136.178994     17.000000       84.442635          32000.000      9.3911       12.4014    1.857614e-09
2 May 2024 11:59:42.000        23.010                 1.499999                  -161.161               -136.183742     17.000000       84.437887          32000.000      9.3864       12.3967    1.894218e-09
2 May 2024 12:00:42.000        23.010                 1.499999                  -161.166               -136.188597     17.000000       84.433032          32000.000      9.3815       12.3918    1.932352e-09
2 May 2024 12:01:42.000        23.010                 1.499999                  -161.171               -136.193557     17.000000       84.428072          32000.000      9.3766       12.3869    1.972066e-09
2 May 2024 12:02:42.000        23.010                 1.499999                  -161.176               -136.198623     17.000000       84.423006          32000.000      9.3715       12.3818    2.013417e-09
2 May 2024 12:03:42.000        23.010                 1.499999                  -161.181               -136.203793     17.000000       84.417836          32000.000      9.3663       12.3766    2.056461e-09
2 May 2024 12:04:42.000        23.010                 1.499999                  -161.187               -136.209066     17.000000       84.412563          32000.000      9.3611       12.3714    2.101257e-09
2 May 2024 12:05:42.000        23.010                 1.499999                  -161.192               -136.214441     17.000000       84.407188          32000.000      9.3557       12.3660    2.147869e-09
2 May 2024 12:06:42.000        23.010                 1.499999                  -161.197               -136.219917     17.000000       84.401712          32000.000      9.3502       12.3605    2.196360e-09
2 May 2024 12:07:42.000        23.010                 1.499999                  -161.203               -136.225493     17.000000       84.396136          32000.000      9.3446       12.3549    2.246798e-09
2 May 2024 12:08:42.000        23.010                 1.499999                  -161.209               -136.231168     17.000000       84.390461          32000.000      9.3390       12.3493    2.299253e-09
2 May 2024 12:09:42.000        23.010                 1.499999                  -161.214               -136.236940     17.000000       84.384689          32000.000      9.3332       12.3435    2.353797e-09
2 May 2024 12:10:42.000        23.010                 1.499999                  -161.220               -136.242810     17.000000       84.378819          32000.000      9.3273       12.3376    2.410508e-09
2 May 2024 12:11:21.158        23.010                 1.499999                  -161.224               -136.246692     17.000000       84.374937          32000.000      9.3234       12.3337    2.448724e-09
